胃体中部後壁の潰瘍底より湧出性出血	胃体部の悪性新生物
胃体中部後壁の潰瘍底より湧出性出血	出血性胃潰瘍
胃体中部後壁の潰瘍底より湧出性出血	潰瘍性胃炎
難聴（両耳）	難聴
難聴（両耳）	右耳難聴
難聴（両耳）	左耳難聴
鼻汁過多	鼻汁
鼻汁過多	乳汁分泌過多
鼻汁過多	月経過多
左慢性硬膜下血腫	慢性硬膜下血腫
左慢性硬膜下血腫	硬膜下血腫
左慢性硬膜下血腫	急性硬膜下血腫
食道静脈瘤←びらんあり	食道静脈瘤
食道静脈瘤←びらんあり	食道静脈瘤出血
食道静脈瘤←びらんあり	食道静脈瘤破裂
右下顎骨骨膜炎	骨膜炎
右下顎骨骨膜炎	下顎骨折
右下顎骨骨膜炎	顎骨髄炎
左上腕の腫脹感	腕の腫脹
左上腕の腫脹感	指の腫脹
左上腕の腫脹感	手の腫脹
胸水の増悪	胸水
胸水の増悪	うつ病の増悪
胸水の増悪	悪性胸水
血清ＣＲＰ上昇	血圧上昇
血清ＣＲＰ上昇	ＣＲＰ増加
血清ＣＲＰ上昇	血糖値上昇
高コレステロール症	高コレステロール血症
高コレステロール症	コレステロール高値
高コレステロール症	高ＬＤＬコレステロール血症
悪心（フェロミアによる）	処置による悪心
悪心（フェロミアによる）	悪心
悪心（フェロミアによる）	ロタウイルスによる腸炎
慢性活動性ＥＢウイルス感染症	口腔ウイルス感染
慢性活動性ＥＢウイルス感染症	ＲＳウイルス感染
慢性活動性ＥＢウイルス感染症	サイトメガロウイルス感染
肝細胞癌増大傾向	肝細胞癌
肝細胞癌増大傾向	再発肝細胞癌
肝細胞癌増大傾向	腎細胞癌
ＣＡ１９－９高値	ＣＡ１９－９増加
ＣＡ１９－９高値	ＡＬＴ高値
ＣＡ１９－９高値	ＡＳＴ高値
肝細胞癌の疑い	肝細胞癌
肝細胞癌の疑い	再発肝細胞癌
肝細胞癌の疑い	腎細胞癌
血糖上昇	血糖値上昇
血糖上昇	血圧上昇
血糖上昇	低血糖
心筋症、タナトリルはこれの増悪予防目的の投与	心筋症
心筋症、タナトリルはこれの増悪予防目的の投与	ナトリウム増加
心筋症、タナトリルはこれの増悪予防目的の投与	血清ナトリウム増加
側彎症	側弯症
側彎症	側弯症手術
側彎症	腎症
嚥下性肺炎	誤嚥性肺炎
嚥下性肺炎	肺炎
嚥下性肺炎	急性肺炎
ＥＰＳ（腹膜硬化症）	腎硬化症
ＥＰＳ（腹膜硬化症）	動脈硬化症
ＥＰＳ（腹膜硬化症）	頚動脈硬化症
皮膚の乾燥	皮膚乾燥
皮膚の乾燥	皮膚乾燥症
皮膚の乾燥	皮膚乾燥予防
血清アミラーゼ値上昇	血清アミラーゼ増加
血清アミラーゼ値上昇	アミラーゼ高値
血清アミラーゼ値上昇	血中アミラーゼ増加
両指関節痛	関節痛
両指関節痛	膝関節痛
両指関節痛	肩関節痛
腸管出血	腸出血
腸管出血	気管出血
腸管出血	大腸出血
ホットフラッシュ	アナフィラキシー
ホットフラッシュ	血管グラフト
ホットフラッシュ	アカラシア
交叉感染	感染
交叉感染	心感染
交叉感染	指感染
声門下組織に出血	軟部組織出血
声門下組織に出血	皮下出血
声門下組織に出血	肛門出血
逆流食道炎	逆流性食道炎
逆流食道炎	食道逆流
逆流食道炎	胃食道逆流
高血圧（６１才～）	高血圧
高血圧（６１才～）	高血圧増悪
高血圧（６１才～）	高血圧性腎症
網脈絡膜瘢痕	網脈絡膜萎縮
網脈絡膜瘢痕	脈絡膜血管腫
網脈絡膜瘢痕	網膜症
左眼瞼下垂症	眼瞼下垂
左眼瞼下垂症	眼瞼炎
左眼瞼下垂症	胃下垂
冠動脈ＣＴＡ	冠動脈炎
冠動脈ＣＴＡ	冠動脈形成
冠動脈ＣＴＡ	冠動脈攣縮
左背部打撲	背部痛
左背部打撲	上背部痛
左背部打撲	背部硬直
播種性血管内凝固症候群（DIC）	溶血性尿毒症症候群
播種性血管内凝固症候群（DIC）	片側性手根管症候群
播種性血管内凝固症候群（DIC）	悪性症候群
抜歯による痛み	処置による疼痛
抜歯による痛み	抜歯
抜歯による痛み	処置による出血
右眼黄斑円孔	黄斑円孔
右眼黄斑円孔	黄斑変性
右眼黄斑円孔	黄斑浮腫
右手背切創	右半結腸切除
右手背切創	挫創
右手背切創	胃切除
十二指腸潰瘍穿孔	十二指腸潰瘍
十二指腸潰瘍穿孔	穿孔性十二指腸潰瘍
十二指腸潰瘍穿孔	十二指腸潰瘍修復
右胸部違和感	胸部異常感
右胸部違和感	胸部不快感
右胸部違和感	眼の違和感
不正出血（内膜細胞診のため）	出血性嚢胞
不正出血（内膜細胞診のため）	不正子宮出血
不正出血（内膜細胞診のため）	出血性肝嚢胞
心房細動（（Ｈ２５１月に判明））	心房細動
心房細動（（Ｈ２５１月に判明））	心房細動悪化
心房細動（（Ｈ２５１月に判明））	心室細動
目まい	めまい感
目まい	めまい増悪
目まい	浮動性めまい
血清クレアチンフォスフォキナーゼの上昇	血中クレアチンホスホキナーゼ増加
血清クレアチンフォスフォキナーゼの上昇	クレアチンホスホキナーゼ増加
血清クレアチンフォスフォキナーゼの上昇	クレアチンキナーゼ高値
両性腎硬化症	腎硬化症
両性腎硬化症	多発性硬化症
両性腎硬化症	動脈硬化症
両五十肩	両下肢痛
両五十肩	両眼失明
両五十肩	肩痛
蜂巣炎（会陰）	蜂巣炎
蜂巣炎（会陰）	腕蜂巣炎
蜂巣炎（会陰）	足蜂巣炎
脊椎損傷	脊柱損傷
脊椎損傷	損傷
脊椎損傷	脊髄損傷
ｇａｓｔｒｉｃ ｕｌｃｅｒ	２ａ型高脂血症
ｇａｓｔｒｉｃ ｕｌｃｅｒ	ＩｇＡ腎症
ｇａｓｔｒｉｃ ｕｌｃｅｒ	ＩｇＥ増加
頭皮皮膚炎	皮膚炎
頭皮皮膚炎	手皮膚炎
頭皮皮膚炎	皮膚筋炎
右上顎側歯痛	歯痛
右上顎側歯痛	右上肢痛
右上顎側歯痛	顎痛
左耳介後部炎症性粉瘤	耳介後部痛
左耳介後部炎症性粉瘤	感染性粉瘤
左耳介後部炎症性粉瘤	左側外耳炎
左手首痛	手首痛
左手首痛	手首の痛み
左手首痛	手指痛
特発性血小板減少	特発性血小板減少性紫斑病
特発性血小板減少	血小板減少
特発性血小板減少	続発性血小板減少症
顔面、体幹、四肢に皮疹あり	体幹皮疹
顔面、体幹、四肢に皮疹あり	四肢皮疹
顔面、体幹、四肢に皮疹あり	顔面皮疹
過剰不安障害	不安
過剰不安障害	腎障害
過剰不安障害	肝障害
舌が乾く	舌乾燥
舌が乾く	舌痛
舌が乾く	舌癌
結腸憩室症（出血性）	結腸憩室症
結腸憩室症（出血性）	結腸憩室
結腸憩室症（出血性）	出血性結腸憩室
右眼網膜斑状出血	網膜斑状出血
右眼網膜斑状出血	斑状出血
右眼網膜斑状出血	網膜点状出血
疲れがたまっている	疲れ目
疲れがたまっている	めまい感
疲れがたまっている	浮動性めまい
全身発疹	全身性発疹
全身発疹	発疹
全身発疹	全身発赤
術後創傷	術後創感染
術後創傷	術後痛
術後創傷	術後出血
高血圧（以前からの疾患）	高血圧性腎疾患
高血圧（以前からの疾患）	高血圧性心疾患
高血圧（以前からの疾患）	高血圧
指の先がしびれる	手指のしびれ感
指の先がしびれる	足指のしびれ感
指の先がしびれる	足のしびれ感
出血（吐血）	吐血
出血（吐血）	出血性貧血
出血（吐血）	出血傾向
高血圧性心不全（心不全）	高血圧性心疾患
高血圧性心不全（心不全）	高血圧性心拡大
高血圧性心不全（心不全）	うっ血性心不全
左内頚動脈閉塞	頚動脈閉塞
左内頚動脈閉塞	動脈閉塞
左内頚動脈閉塞	内頚動脈瘤
感染性下痢症	下痢
感染性下痢症	感染
感染性下痢症	水性下痢
斑点状丘疹	斑状丘疹状皮疹
斑点状丘疹	丘疹
斑点状丘疹	小丘疹
菌血症（Bacillus species）	敗血症
菌血症（Bacillus species）	自殺（既遂）
菌血症（Bacillus species）	敗血症性ショック
右後頭葉陳旧性脳梗塞	陳旧性脳梗塞
右後頭葉陳旧性脳梗塞	陳旧性心筋梗塞
右後頭葉陳旧性脳梗塞	脳梗塞
多発性神経鞘腫	神経鞘腫
多発性神経鞘腫	聴神経鞘腫
多発性神経鞘腫	多発性骨髄腫
胸やけ症状のため、タビガトラン中止	胸やけ
胸やけ症状のため、タビガトラン中止	ビタミン補給
胸やけ症状のため、タビガトラン中止	高ビリルビン血症
咳が続いている	咳嗽
咳が続いている	ほてり
咳が続いている	咳喘息
慢性腎不全→血液透析	慢性腎不全
慢性腎不全→血液透析	血液透析
慢性腎不全→血液透析	慢性腎不全増悪
活動性胃潰瘍	胃潰瘍
活動性胃潰瘍	出血性胃潰瘍
活動性胃潰瘍	再発性胃潰瘍
胃噴門部転移	転移
胃噴門部転移	転移部骨痛
胃噴門部転移	肝転移
腹膜播種部の疼痛	腹膜播種
腹膜播種部の疼痛	疼痛
腹膜播種部の疼痛	腹部圧痛
プラズマ細胞亀頭炎	マイコプラズマ性肺炎
プラズマ細胞亀頭炎	プラマー病
プラズマ細胞亀頭炎	プラスマフェレシス
急性症候性低血糖症	低血糖
急性症候性低血糖症	急性低血圧
急性症候性低血糖症	無症候性心筋虚血
２００７年右股関節人工骨頭置換術	人工股関節置換
２００７年右股関節人工骨頭置換術	人工膝関節全置換
２００７年右股関節人工骨頭置換術	人工大腿骨頭置換
顔面、頭部皮疹	顔面皮疹
顔面、頭部皮疹	皮疹
顔面、頭部皮疹	頚部皮疹
痔核手術（Ｓ．４７年）	痔核手術
痔核手術（Ｓ．４７年）	痔核
痔核手術（Ｓ．４７年）	骨手術
ＰＳ低下（ＰｅｒｆｏｒｍａｎｃｅＳｔａｔｕｓ）	ＳＴ低下
ＰＳ低下（ＰｅｒｆｏｒｍａｎｃｅＳｔａｔｕｓ）	リポ蛋白（ａ）増加
ＰＳ低下（ＰｅｒｆｏｒｍａｎｃｅＳｔａｔｕｓ）	硬膜下血腫（外傷性）
血中カリウム値上昇	血中カリウム減少
血中カリウム値上昇	カリウム低値
血中カリウム値上昇	血清カリウム増加
不正出血（治験薬服用忘れによる）	処置による出血
不正出血（治験薬服用忘れによる）	経口避妊薬服用後の消退出血
不正出血（治験薬服用忘れによる）	不正子宮出血
４１ｙうつ病	うつ病
４１ｙうつ病	躁うつ病
４１ｙうつ病	閉経期うつ病
左半盲	半盲
左半盲	同名性半盲
左半盲	左膝痛
６６才：多発膵腫瘍	膵神経内分泌腫瘍
６６才：多発膵腫瘍	肝腫瘍
６６才：多発膵腫瘍	多発性骨髄腫
右季助部痛	右下腹部痛
右季助部痛	足部痛
右季助部痛	背部痛
脳転移出現	脳転移
脳転移出現	転移
脳転移出現	脳出血
大動脈弁閉塞不全２００８年１１月	大動脈弁閉鎖不全
大動脈弁閉塞不全２００８年１１月	大動脈弁閉鎖不全症
大動脈弁閉塞不全２００８年１１月	大動脈弁狭窄および閉鎖不全
右腎臓浸潤	肝脂肪浸潤
右腎臓浸潤	慢性腎臓病
右腎臓浸潤	浸潤性乳癌
乳腺嚢胞症（両側）	乳腺嚢胞性疾患
乳腺嚢胞症（両側）	乳腺症
乳腺嚢胞症（両側）	嚢胞
右耳下腺癌の悪化による死亡	耳下腺悪性腫瘍
右耳下腺癌の悪化による死亡	腺癌
右耳下腺癌の悪化による死亡	処置による悪心
ヘパリン惹起血小板減少症	血小板減少
ヘパリン惹起血小板減少症	続発性血小板減少症
ヘパリン惹起血小板減少症	自己免疫性血小板減少症
残余窒素増加	尿素窒素増加
残余窒素増加	血中尿素窒素増加
残余窒素増加	膵酵素増加
肺腫瘍出血	腫瘍出血
肺腫瘍出血	肺胞出血
肺腫瘍出血	頭蓋内腫瘍出血
左膝滑液包炎	滑液包炎
左膝滑液包炎	肘滑液包炎
左膝滑液包炎	肘頭部滑液包炎
下肢のつれ	下肢のしびれ感
下肢のつれ	下肢の熱傷
下肢のつれ	下肢の関節痛
両側外耳炎	外耳炎
両側外耳炎	右側外耳炎
両側外耳炎	左側外耳炎
狭心症に対するＣＡＢＧ後	ＣＡＢＧ
狭心症に対するＣＡＢＧ後	狭心症
狭心症に対するＣＡＢＧ後	狭心症増悪
胆道系酵素異常	肝酵素異常
胆道系酵素異常	門脈系異常
胆道系酵素異常	尿異常
歯の充填	歯の着色
歯の充填	歯の脱落
歯の充填	歯痛
膵頭部癌に対して胆管ステント挿入中	胆管ステント挿入
膵頭部癌に対して胆管ステント挿入中	腸管ステント挿入
膵頭部癌に対して胆管ステント挿入中	動脈ステント挿入
虫垂嚢胞腺腫	虫垂粘液嚢胞
虫垂嚢胞腺腫	嚢胞
虫垂嚢胞腺腫	腺腫
血痰(気管出血)	気管出血
血痰(気管出血)	血痰
血痰(気管出血)	気道出血
ダビガドランによる胃腸炎	胃腸炎
ダビガドランによる胃腸炎	ロタウイルスによる腸炎
ダビガドランによる胃腸炎	金属による皮膚炎
浮腫（下腿，足背）	下腿浮腫
浮腫（下腿，足背）	浮腫
浮腫（下腿，足背）	下肢浮腫
皮疹（全身）	皮疹
皮疹（全身）	全身性皮疹
皮疹（全身）	外耳の湿疹（皮疹）
右手内出血	内出血
右手内出血	脳内出血
右手内出血	筋肉内出血
一過性の発熱	発熱
一過性の発熱	一過性頭痛
一過性の発熱	一過性脳虚血発作
手足のつる感じ	手足の冷感
手足のつる感じ	手足のピリピリ感
手足のつる感じ	手の熱感
高二酸化炭素血症	高尿酸血症
高二酸化炭素血症	一酸化炭素中毒
高二酸化炭素血症	高リン酸塩血症
ＣＲＦ（慢性腎不全）	慢性腎不全
ＣＲＦ（慢性腎不全）	慢性腎不全増悪
ＣＲＦ（慢性腎不全）	腎不全
血栓塞栓予防	血栓塞栓症予防
血栓塞栓予防	血栓症予防
血栓塞栓予防	動脈血栓塞栓症予防
急性虫垂炎．腹膜炎併発	急性虫垂炎
急性虫垂炎．腹膜炎併発	虫垂炎
急性虫垂炎．腹膜炎併発	腹膜炎
ＩＮＲの上昇	ＩＮＲ増加
ＩＮＲの上昇	ＩＮＲ減少
ＩＮＲの上昇	血圧上昇
糖尿病性下肢壊疽	糖尿病性壊疽
糖尿病性下肢壊疽	糖尿病
糖尿病性下肢壊疽	糖尿病性腎症
月経過長	過長月経
月経過長	月経過多
月経過長	月経延長
６４才肝癌で外側区域切除	肝癌
６４才肝癌で外側区域切除	癌切除
６４才肝癌で外側区域切除	肝部分切除
高脂血血症	高脂血症
高脂血血症	高尿酸血症
高脂血血症	高蛋白血症
後縦靭帯骨化症術後	後縦靱帯骨化症
後縦靭帯骨化症術後	黄色靱帯骨化症
後縦靭帯骨化症術後	頚部における後縦靱帯骨化症
全身性ループスエリテマトーデス	全身性エリテマトーデス
全身性ループスエリテマトーデス	全身性エリテマトーデス皮疹
全身性ループスエリテマトーデス	ループス腎炎
乳房-悪性腫瘍	悪性腫瘍
乳房-悪性腫瘍	悪性乳房腫瘍
乳房-悪性腫瘍	良性乳房腫瘍
腸管内ガス貯留	腸管内ガス発生
腸管内ガス貯留	腸内ガス
腸管内ガス貯留	腸管癒着
肝機能異常（おそらくインターフェロンによる）	インターフェロンγ正常
肝機能異常（おそらくインターフェロンによる）	インターフェロン療法
肝機能異常（おそらくインターフェロンによる）	インターフェロンα療法
切創【左足親指】	足指切断
切創【左足親指】	足指痛
切創【左足親指】	足指剥脱
第5腰椎分離症	脊椎分離
第5腰椎分離症	第４腰椎すべり症
第5腰椎分離症	第１腰椎骨折
両側卵巣機能性のう胞	機能性卵巣嚢胞
両側卵巣機能性のう胞	卵巣嚢胞
両側卵巣機能性のう胞	出血性卵巣嚢胞
頚部リンパ節転移	リンパ節転移
頚部リンパ節転移	頚部リンパ節炎
頚部リンパ節転移	頚部リンパ節郭清
生理不順	生理痛
生理不順	月経不順
生理不順	不眠
手術に関連する出血	処置による出血
手術に関連する出血	術後出血
手術に関連する出血	術中出血
左下腿骨折	下肢骨折
左下腿骨折	骨折
左下腿骨折	下顎骨折
生理期間短縮	月経周期短縮
生理期間短縮	生理痛
生理期間短縮	期外収縮
下腿発赤疹	下肢発赤
下腿発赤疹	発赤
下腿発赤疹	発疹
右手根管症候群手術２０００年	手根管症候群
右手根管症候群手術２０００年	片側性手根管症候群
右手根管症候群手術２０００年	手足症候群
胆嚢摘出	胆石摘出
胆嚢摘出	胆嚢摘出術後症候群
胆嚢摘出	胆嚢癌
前立腺癌疑い	前立腺癌
前立腺癌疑い	腺癌
前立腺癌疑い	前立腺肥大
子供による誤飲	処置による出血
子供による誤飲	処置による疼痛
子供による誤飲	事故による外傷
結膜炎（右眼）	結膜炎
結膜炎（右眼）	角結膜炎
結膜炎（右眼）	胸膜炎
陰部からの出血	陰茎出血
陰部からの出血	術野の出血
陰部からの出血	軟部組織出血
左後頭葉出血	術後出血
左後頭葉出血	咽頭出血
左後頭葉出血	喉頭出血
頸動脈海綿静脈洞ろう	動静脈奇形
頸動脈海綿静脈洞ろう	肺動静脈瘻
頸動脈海綿静脈洞ろう	動静脈瘻手術
高血圧症４７才－５８才まで薬服用歴あり	高血圧
高血圧症４７才－５８才まで薬服用歴あり	高血圧性腎症
高血圧症４７才－５８才まで薬服用歴あり	肺高血圧症増悪
創痛	創部痛
創痛	肩痛
創痛	胸痛
筋層出血	筋肉内出血
筋層出血	脳出血
筋層出血	胃出血
耳閉塞感	耳閉感
耳閉塞感	咽頭閉塞感
耳閉塞感	腸閉塞
原発性肺癌(H23OP)	肺癌
原発性肺癌(H23OP)	再発肺癌
原発性肺癌(H23OP)	原発性胆汁性肝硬変
右変形性股間節症	変形性股関節症
右変形性股間節症	変形性関節症
右変形性股間節症	変形性膝関節症
足しびれ	足のしびれ感
足しびれ	しびれ感
足しびれ	足指のしびれ感
発赤（両膝下，背中）	発赤
発赤（両膝下，背中）	下肢発赤
発赤（両膝下，背中）	両下肢痛
肺結核２５才	肺結核
肺結核２５才	結核
肺結核２５才	腎結核
２６才時、肺結核にて右上葉切除	肺結核
２６才時、肺結核にて右上葉切除	肺葉切除
２６才時、肺結核にて右上葉切除	右半結腸切除
食物アレルギー（納豆）	食物アレルギー
食物アレルギー（納豆）	アレルギー
食物アレルギー（納豆）	果物アレルギー
右変形性肩関節炎	変形性肩関節症
右変形性肩関節炎	肩関節炎
右変形性肩関節炎	変形性関節症
意識朦朧	意識消失
意識朦朧	意識混濁
意識朦朧	意識障害
眼周囲の掻痒	眼周囲皮疹
眼周囲の掻痒	眼周囲腫脹
眼周囲の掻痒	眼窩周囲浮腫
肝機能障害（原因不明）	肝機能障害
肝機能障害（原因不明）	腎機能障害
肝機能障害（原因不明）	拡張機能障害
薬剤性肺障害（疑い）	肺障害
薬剤性肺障害（疑い）	薬物性肝障害
薬剤性肺障害（疑い）	先天性眼障害
咽頭リンパ腫治療後	悪性リンパ腫
咽頭リンパ腫治療後	リンパ浮腫
咽頭リンパ腫治療後	リンパ節腫脹
脊髄前角炎（２１歳時）	脊髄炎
脊髄前角炎（２１歳時）	骨髄炎
脊髄前角炎（２１歳時）	口角炎
下肢のだるさ	下肢の熱傷
下肢のだるさ	下肢の関節痛
下肢のだるさ	下肢の動脈瘤
末梢性神経炎	末梢神経炎
末梢性神経炎	視神経炎
末梢性神経炎	末梢性壊疽
大腸ポリ-プ	大腸ポリープ
大腸ポリ-プ	結腸ポリープ
大腸ポリ-プ	大腸ポリープ切除
処置後子宮痙攣	処置後子宮穿孔
処置後子宮痙攣	痙攣
処置後子宮痙攣	処置後痛
膵頭部仮性動脈瘤破裂	動脈瘤破裂
膵頭部仮性動脈瘤破裂	胸部大動脈瘤、破裂性
膵頭部仮性動脈瘤破裂	腹部大動脈瘤、破裂性
湿疹（乳輪）	湿疹
湿疹（乳輪）	外耳の湿疹（皮疹）
湿疹（乳輪）	湿疹増悪
出血（歯肉）	歯肉出血
出血（歯肉）	歯槽出血
出血（歯肉）	歯肉炎
検査による性器出血	性器出血
検査による性器出血	処置による出血
検査による性器出血	処置による低血圧
虫さされ	光感作された
虫さされ	虫刺傷
虫さされ	肌あれ
ＣＲＰのみ上昇	ＣＲＰ増加
ＣＲＰのみ上昇	血圧上昇
ＣＲＰのみ上昇	ＣＡＰＤ
被験者が、異なる含量の錠剤が同じ色と形であることを報告した。投与過誤の可能性がある。	不完全な用量の投与
被験者が、異なる含量の錠剤が同じ色と形であることを報告した。投与過誤の可能性がある。	誤った経路での薬剤投与
被験者が、異なる含量の錠剤が同じ色と形であることを報告した。投与過誤の可能性がある。	非承認の投与経路による薬剤投与
右足関節脱臼骨折	足関節部骨折
右足関節脱臼骨折	手首関節骨折
右足関節脱臼骨折	足骨折
労作性呼吸困難増悪	労作性呼吸困難
労作性呼吸困難増悪	呼吸困難増悪
労作性呼吸困難増悪	呼吸困難
ＡＣＫＤ	ＣＡＰＤ
ＡＣＫＤ	ＤＩＣ
ＡＣＫＤ	ＣＫ増加
耳介後部の疼痛	耳介後部痛
耳介後部の疼痛	疼痛
耳介後部の疼痛	外傷後疼痛
点状出血【網膜】	点状出血
点状出血【網膜】	網膜点状出血
点状出血【網膜】	網膜出血
内診後疼痛（子宮内膜細胞診及び双合診後の下腹部痛）	下腹部痛
内診後疼痛（子宮内膜細胞診及び双合診後の下腹部痛）	子宮内膜症
内診後疼痛（子宮内膜細胞診及び双合診後の下腹部痛）	左下腹部痛
ＩＬ－２（イムネース）投与による発熱	ロタウイルスによる腸炎
ＩＬ－２（イムネース）投与による発熱	発熱
ＩＬ－２（イムネース）投与による発熱	処置による出血
左下肢のだるさ	下肢の熱傷
左下肢のだるさ	下肢の関節痛
左下肢のだるさ	下肢の動脈瘤
ノロウイルス感染	口腔ウイルス感染
ノロウイルス感染	ＲＳウイルス感染
ノロウイルス感染	サイトメガロウイルス感染
左頬擦過傷	擦過傷
左頬擦過傷	皮膚擦過傷
左頬擦過傷	挫傷
ジン麻疹	蕁麻疹
ジン麻疹	慢性蕁麻疹
ジン麻疹	寒冷蕁麻疹
月経持続延長	月経延長
月経持続延長	月経遅延
月経持続延長	過長月経
鎖骨上窩リンパ節転移	リンパ節転移
鎖骨上窩リンパ節転移	腋窩リンパ節腫大
鎖骨上窩リンパ節転移	リンパ節炎
頚椎後縦靭帯骨化症	後縦靱帯骨化症
頚椎後縦靭帯骨化症	頚部における後縦靱帯骨化症
頚椎後縦靭帯骨化症	黄色靱帯骨化症
心不全による死亡	心不全
心不全による死亡	処置による悪心
心不全による死亡	心不全増悪
ＯＲＩＦ	ＭＲＩ
ＯＲＩＦ	ＩＮＲ増加
ＯＲＩＦ	ＧＦＲ減少
